KT_USC,WOJEWÓDZTWO,POWIAT,GMINA,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,OLIWIA,KOBIETA,8
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,HANNA,KOBIETA,7
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,HELENA,KOBIETA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,IGA,KOBIETA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,LAURA,KOBIETA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MAJA,KOBIETA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,EMILIA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,LENA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,LILIANA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ŁUCJA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MARIA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,RÓŻA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,WIKTORIA,KOBIETA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ALEKSANDRA,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,AMELIA,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,AURELIA,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,GABRIELA,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KLARA,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,NEL,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,NELA,KOBIETA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,JOANNA,KOBIETA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KAMILA,KOBIETA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ROZALIA,KOBIETA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ANNA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ELIZA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,JAŚMINA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KAJA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KORNELIA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,LILIANNA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MALWINA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,NADIA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,NINA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,SARA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,WANDA,KOBIETA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,IGNACY,MĘŻCZYZNA,18
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ANTONI,MĘŻCZYZNA,16
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,NIKODEM,MĘŻCZYZNA,15
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,FRANCISZEK,MĘŻCZYZNA,11
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,LEON,MĘŻCZYZNA,10
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,JAN,MĘŻCZYZNA,9
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,OSKAR,MĘŻCZYZNA,9
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,FILIP,MĘŻCZYZNA,8
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MARCEL,MĘŻCZYZNA,8
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MIKOŁAJ,MĘŻCZYZNA,8
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ALEKSANDER,MĘŻCZYZNA,7
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,OLIWIER,MĘŻCZYZNA,7
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,STANISŁAW,MĘŻCZYZNA,7
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,JAKUB,MĘŻCZYZNA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,JULIAN,MĘŻCZYZNA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,TYMON,MĘŻCZYZNA,6
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ADAM,MĘŻCZYZNA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,SZYMON,MĘŻCZYZNA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,WIKTOR,MĘŻCZYZNA,5
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,GABRIEL,MĘŻCZYZNA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MAKSYMILIAN,MĘŻCZYZNA,4
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,BARTŁOMIEJ,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,FABIAN,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,FLORIAN,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KRZYSZTOF,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MACIEJ,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MIŁOSZ,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,TADEUSZ,MĘŻCZYZNA,3
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,BARTOSZ,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,IGOR,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KACPER,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KAZIMIERZ,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,KSAWERY,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MICHAŁ,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,MILAN,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,NATAN,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,OLAF,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,PAWEŁ,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,SZCZEPAN,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,TYMOTEUSZ,MĘŻCZYZNA,2
611011,LUBELSKIE,ŁUKOWSKI,ŁUKÓW,WOJCIECH,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ZOFIA,KOBIETA,20
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ZUZANNA,KOBIETA,19
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,OLIWIA,KOBIETA,17
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MARCELINA,KOBIETA,14
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,HANNA,KOBIETA,12
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MAJA,KOBIETA,12
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ALICJA,KOBIETA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ANTONINA,KOBIETA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,GABRIELA,KOBIETA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JULIA,KOBIETA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LAURA,KOBIETA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MARIA,KOBIETA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,HELENA,KOBIETA,10
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,IGA,KOBIETA,10
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LENA,KOBIETA,9
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,POLA,KOBIETA,9
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,AMELIA,KOBIETA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LILIANA,KOBIETA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,NELA,KOBIETA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ROZALIA,KOBIETA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,EMILIA,KOBIETA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JAGODA,KOBIETA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KLARA,KOBIETA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KORNELIA,KOBIETA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MICHALINA,KOBIETA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,WIKTORIA,KOBIETA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ADRIANNA,KOBIETA,5
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ANNA,KOBIETA,5
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,AURELIA,KOBIETA,5
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ŁUCJA,KOBIETA,5
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ALEKSANDRA,KOBIETA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ANIELA,KOBIETA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ELIZA,KOBIETA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JAŚMINA,KOBIETA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,RÓŻA,KOBIETA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ANASTAZJA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,APOLONIA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,CELINA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,DOMINIKA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KALINA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LILA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LIWIA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MARIANNA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MILENA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,STEFANIA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,WERONIKA,KOBIETA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,AGNIESZKA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,BARBARA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,CHLOE,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,FELICJA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,GLORIA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KAJA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LILIANNA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MALWINA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MATYLDA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,NADIA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,NIKOLA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,NINA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,PATRYCJA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,PAULINA,KOBIETA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,NIKODEM,MĘŻCZYZNA,35
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ANTONI,MĘŻCZYZNA,24
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JAN,MĘŻCZYZNA,23
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,FRANCISZEK,MĘŻCZYZNA,22
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ALEKSANDER,MĘŻCZYZNA,17
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,STANISŁAW,MĘŻCZYZNA,17
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,WOJCIECH,MĘŻCZYZNA,15
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,FILIP,MĘŻCZYZNA,13
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,IGNACY,MĘŻCZYZNA,13
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MIKOŁAJ,MĘŻCZYZNA,13
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MARCEL,MĘŻCZYZNA,12
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ADAM,MĘŻCZYZNA,11
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,LEON,MĘŻCZYZNA,10
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,TYMON,MĘŻCZYZNA,10
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MAKSYMILIAN,MĘŻCZYZNA,9
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JAKUB,MĘŻCZYZNA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,OSKAR,MĘŻCZYZNA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,SZYMON,MĘŻCZYZNA,8
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,GABRIEL,MĘŻCZYZNA,7
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JULIAN,MĘŻCZYZNA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KACPER,MĘŻCZYZNA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,OLIWIER,MĘŻCZYZNA,6
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MIŁOSZ,MĘŻCZYZNA,5
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,TADEUSZ,MĘŻCZYZNA,5
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,DAWID,MĘŻCZYZNA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KSAWERY,MĘŻCZYZNA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MICHAŁ,MĘŻCZYZNA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,WIKTOR,MĘŻCZYZNA,4
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,ALAN,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,BRUNO,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,IGOR,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KRZYSZTOF,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KUBA,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,NATANIEL,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,OLAF,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,PIOTR,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,REMIGIUSZ,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,STEFAN,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,TYMOTEUSZ,MĘŻCZYZNA,3
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,BARTOSZ,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,CEZARY,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,DAMIAN,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,EMIL,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,GRZEGORZ,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,HUBERT,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,HUGO,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,JÓZEF,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KAZIMIERZ,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,KORNEL,MĘŻCZYZNA,2
614011,LUBELSKIE,PUŁAWSKI,PUŁAWY,MATEUSZ,MĘŻCZYZNA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ZUZANNA,KOBIETA,14
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,LAURA,KOBIETA,12
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JULIA,KOBIETA,11
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ZOFIA,KOBIETA,11
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MAJA,KOBIETA,10
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MARCELINA,KOBIETA,10
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,AMELIA,KOBIETA,9
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ANTONINA,KOBIETA,9
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,GABRIELA,KOBIETA,9
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,HANNA,KOBIETA,9
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,HELENA,KOBIETA,9
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ALICJA,KOBIETA,8
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KLARA,KOBIETA,8
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MICHALINA,KOBIETA,8
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KORNELIA,KOBIETA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,LILIANA,KOBIETA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MARIA,KOBIETA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,OLIWIA,KOBIETA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,WIKTORIA,KOBIETA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,LENA,KOBIETA,6
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NATALIA,KOBIETA,6
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,POLA,KOBIETA,6
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ANIELA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,EMILIA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JAGODA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,LIWIA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ŁUCJA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ROZALIA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,WANDA,KOBIETA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,EWA,KOBIETA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KAJA,KOBIETA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NELA,KOBIETA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ALEKSANDRA,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,AURELIA,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,IGA,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MARIANNA,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NEL,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NIKOLA,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NINA,KOBIETA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ANASTAZJA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,BARBARA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,BLANKA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ELENA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,GAJA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JAŚMINA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JOANNA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JUSTYNA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,LILIANNA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MAGDALENA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MALWINA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MATYLDA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MELANIA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MILENA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NADIA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,URSZULA,KOBIETA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,NIKODEM,MĘŻCZYZNA,21
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,FRANCISZEK,MĘŻCZYZNA,20
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ALEKSANDER,MĘŻCZYZNA,18
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ANTONI,MĘŻCZYZNA,16
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,IGNACY,MĘŻCZYZNA,15
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,STANISŁAW,MĘŻCZYZNA,14
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,FILIP,MĘŻCZYZNA,12
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,GABRIEL,MĘŻCZYZNA,11
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,WOJCIECH,MĘŻCZYZNA,11
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JAN,MĘŻCZYZNA,10
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,LEON,MĘŻCZYZNA,10
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MIKOŁAJ,MĘŻCZYZNA,10
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JULIAN,MĘŻCZYZNA,9
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MARCEL,MĘŻCZYZNA,8
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JAKUB,MĘŻCZYZNA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MIŁOSZ,MĘŻCZYZNA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,SZYMON,MĘŻCZYZNA,7
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ADAM,MĘŻCZYZNA,6
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,TYMON,MĘŻCZYZNA,6
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,BARTŁOMIEJ,MĘŻCZYZNA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KRZYSZTOF,MĘŻCZYZNA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,MAKSYMILIAN,MĘŻCZYZNA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,OLIWIER,MĘŻCZYZNA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,OSKAR,MĘŻCZYZNA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,TYMOTEUSZ,MĘŻCZYZNA,5
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,BARTOSZ,MĘŻCZYZNA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,HUBERT,MĘŻCZYZNA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KACPER,MĘŻCZYZNA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KAZIMIERZ,MĘŻCZYZNA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,WIKTOR,MĘŻCZYZNA,4
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,DAWID,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,DOMINIK,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,FELIKS,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,HENRYK,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,IGOR,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,JÓZEF,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,KORNEL,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,TADEUSZ,MĘŻCZYZNA,3
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ALAN,MĘŻCZYZNA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,BŁAŻEJ,MĘŻCZYZNA,2
617011,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,BRUNO,MĘŻCZYZNA,2
